Value,Count,Numeric
"são vicente, sao paulo, brazil","36,862",36862
"rancho santa margarita, california, united states","36,825",36825
"jammu, jammu and kashmir, india","36,816",36816
"coatesville, pennsylvania, united states","36,808",36808
"wooster, ohio, united states","36,807",36807
"leavenworth, kansas, united states","36,804",36804
"betim, minas gerais, brazil","36,802",36802
"friendswood, texas, united states","36,752",36752
"mount prospect, illinois, united states","36,747",36747
"hilton head island, south carolina, united states","36,744",36744
"bowling green, ohio, united states","36,731",36731
"ashland, kentucky, united states","36,705",36705
"rio claro, sao paulo, brazil","36,702",36702
"olinda, pernambuco, brazil","36,700",36700
"jacksonville, arkansas, united states","36,644",36644
"chatsworth, california, united states","36,565",36565
"hoffman estates, illinois, united states","36,550",36550
"shawnee, oklahoma, united states","36,520",36520
"turku, finland proper, finland","36,496",36496
"kottayam, kerala, india","36,456",36456
"araçatuba, sao paulo, brazil","36,438",36438
"allegheny, pennsylvania, united states","36,429",36429
"coatzacoalcos, veracruz-llave, mexico","36,382",36382
"phenix city, alabama, united states","36,380",36380
"hurst, texas, united states","36,369",36369
"waxahachie, texas, united states","36,351",36351
"clifton park, new york, united states","36,346",36346
"fenton, missouri, united states","36,261",36261
"barddhaman, west bengal, india","36,259",36259
"downingtown, pennsylvania, united states","36,259",36259
"acapulco, guerrero, mexico","36,232",36232
"wayne, pennsylvania, united states","36,217",36217
"mount pleasant, michigan, united states","36,210",36210
"farmington, new mexico, united states","36,185",36185
"walnut, california, united states","36,185",36185
"sumare, sao paulo, brazil","36,126",36126
"west orange, new jersey, united states","36,108",36108
"kenner, louisiana, united states","36,089",36089
"milledgeville, georgia, united states","36,086",36086
"rialto, california, united states","36,086",36086
"peabody, massachusetts, united states","36,072",36072
"gig harbor, washington, united states","36,028",36028
"taranto, apulia, italy","36,021",36021
"elkton, maryland, united states","36,008",36008
"kelowna, british columbia, canada","36,006",36006
"east stroudsburg, pennsylvania, united states","35,954",35954
"oroville, california, united states","35,938",35938
"ronkonkoma, new york, united states","35,926",35926
"bear, delaware, united states","35,924",35924
"kalispell, montana, united states","35,910",35910
"athens, ohio, united states","35,814",35814
"apache junction, arizona, united states","35,805",35805
"calcasieu, louisiana, united states","35,797",35797
"cesena, emilia-romagna, italy","35,759",35759
"linden, new jersey, united states","35,734",35734
"lund, skåne, sweden","35,721",35721
"grand island, nebraska, united states","35,711",35711
"teaneck, new jersey, united states","35,691",35691
"jackson, new jersey, united states","35,688",35688
"peshawar, north-west frontier, pakistan","35,651",35651
"roswell, new mexico, united states","35,650",35650
"coraopolis, pennsylvania, united states","35,646",35646
"auburn, california, united states","35,567",35567
"prattville, alabama, united states","35,560",35560
"kingston, new york, united states","35,542",35542
"fairborn, ohio, united states","35,510",35510
"levittown, new york, united states","35,506",35506
"west bend, wisconsin, united states","35,494",35494
"srīnagar, jammu and kashmir, india","35,448",35448
"coppell, texas, united states","35,421",35421
"highland, california, united states","35,404",35404
"rohnert park, california, united states","35,402",35402
"monroeville, pennsylvania, united states","35,389",35389
"peachtree city, georgia, united states","35,387",35387
"patiala, punjab, india","35,378",35378
"diamond bar, california, united states","35,349",35349
"west sacramento, california, united states","35,323",35323
"marbella, andalusia, spain","35,279",35279
"west hollywood, california, united states","35,187",35187
"bountiful, utah, united states","35,180",35180
"plymouth, michigan, united states","35,166",35166
"durango, colorado, united states","35,165",35165
"colton, california, united states","35,141",35141
"polk city, florida, united states","35,140",35140
"foggia, apulia, italy","35,135",35135
"seville, andalusia, spain","35,131",35131
"potomac, maryland, united states","35,056",35056
"pouso alegre, minas gerais, brazil","35,046",35046
"carol stream, illinois, united states","35,036",35036
"yucaipa, california, united states","34,997",34997
"novara, piemonte, italy","34,995",34995
"claremore, oklahoma, united states","34,973",34973
"rimini, emilia-romagna, italy","34,910",34910
"placentia, california, united states","34,895",34895
"sherman oaks, california, united states","34,891",34891
"alessandria, piedmont, italy","34,880",34880
"brentwood, california, united states","34,836",34836
"texas city, texas, united states","34,785",34785
"elmont, new york, united states","34,757",34757
"melaka, melaka, malaysia","34,754",34754
"athens, alabama, united states","34,745",34745
"lacey, washington, united states","34,707",34707
"huntington, new york, united states","34,698",34698
"belleville, michigan, united states","34,685",34685
"marlborough, massachusetts, united states","34,671",34671
"mount juliet, tennessee, united states","34,643",34643
"freeport, new york, united states","34,636",34636
"brunswick, ohio, united states","34,624",34624
"yarmouth, massachusetts, united states","34,586",34586
"denham springs, louisiana, united states","34,545",34545
"gatineau, quebec, canada","34,499",34499
"lehi, utah, united states","34,498",34498
"miamisburg, ohio, united states","34,470",34470
"brighton, colorado, united states","34,432",34432
"lages, santa catarina, brazil","34,429",34429
"urbino, the marches, italy","34,381",34381
"oswego, new york, united states","34,363",34363
"neenah, wisconsin, united states","34,335",34335
"college park, maryland, united states","34,334",34334
"haora, west bengal, india","34,305",34305
"rome, new york, united states","34,291",34291
"perrysburg, ohio, united states","34,274",34274
"lumberton, north carolina, united states","34,238",34238
"hamburg, new york, united states","34,217",34217
"multan, punjab, pakistan","34,211",34211
"urbandale, iowa, united states","34,154",34154
"motherwell, north lanarkshire, united kingdom","34,150",34150
"farmington hills, michigan, united states","34,102",34102
"são joão de meriti, rio de janeiro, brazil","34,071",34071
"boa vista, roraima, brazil","34,028",34028
"portsmouth, new hampshire, united states","34,023",34023
"gallatin, tennessee, united states","33,995",33995
"irwin, pennsylvania, united states","33,972",33972
"maricopa, arizona, united states","33,935",33935
"ferrara, emilia-romagna, italy","33,911",33911
"oak harbor, washington, united states","33,890",33890
"fort knox, kentucky, united states","33,887",33887
"crossville, tennessee, united states","33,835",33835
"burlingame, california, united states","33,827",33827
"bloomfield hills, michigan, united states","33,796",33796
"dunedin, florida, united states","33,787",33787
"temple hills, maryland, united states","33,751",33751
"torquay, torbay, united kingdom","33,735",33735
"hazleton, pennsylvania, united states","33,715",33715
"boone, north carolina, united states","33,697",33697
"land o' lakes, florida, united states","33,693",33693
"fairbanks, alaska, united states","33,681",33681
"siena, tuscany, italy","33,658",33658
"rosemead, california, united states","33,657",33657
"hacienda heights, california, united states","33,566",33566
"brighton, massachusetts, united states","33,562",33562
"auburn, new york, united states","33,520",33520
"morgan hill, california, united states","33,510",33510
"laramie, wyoming, united states","33,504",33504
"cleburne, texas, united states","33,447",33447
"hangzhou, zhejiang, china","33,444",33444
"absecon, new jersey, united states","33,435",33435
"trumbull, connecticut, united states","33,428",33428
"lancaster, south carolina, united states","33,421",33421
"plattsburgh, new york, united states","33,418",33418
"newark, california, united states","33,417",33417
"king of prussia, pennsylvania, united states","33,403",33403
"national city, california, united states","33,391",33391
"troyes, champagne-ardenne, france","33,372",33372
"willingboro, new jersey, united states","33,369",33369
"carapicuíba, sao paulo, brazil","33,351",33351
